FECHA,HORA,LATITUD,LONGITUD,PM 1.0 [ug/m^3],PM 2.5 [ug/m^3],PM 10 [ug/m^3],TEMPERATURA [°C],HUMEDAD [%],FORMALDEHIDO [mg/m^3],SATELITES,ALTURA,HDP,TIEMPO SATELITAL,IPM 1.0 [%],IPM 2.5 [%],IPM 10 [%],ITEMP [°C],IHUM [%],IFORM [%],PM 2.5 ICCA,PM 2.5 CALIDAD DE AIRE,PM 10 ICCA,PM 10 CALIDAD DE AIRE,TDM [s],FECHA_HORA
2025/02/13,15:22:19,NO DATA,NO DATA,11,16,16,22.9,77.2,0.0,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,51.9919,SATISFACTORIA,14.81481,BUENA,30,2025-02-13 15:22:19
2025/02/13,15:23:21,NO DATA,NO DATA,8,13,15,23.6,74.2,0.2,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,42.48366,BUENA,13.88889,BUENA,30,2025-02-13 15:23:21
2025/02/13,15:26:40,NO DATA,NO DATA,9,14,15,23.7,73.5,0.0,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,45.75163,BUENA,13.88889,BUENA,30,2025-02-13 15:26:40
2025/02/13,15:27:26,NO DATA,NO DATA,8,11,11,24.5,68.8,0.0,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,35.94771,BUENA,10.18519,BUENA,30,2025-02-13 15:27:26
2025/02/13,15:28:12,NO DATA,NO DATA,19712,9216,2304,0.0,0.0,102.4,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,7465.799,PELIGROSO,2379.444,PELIGROSO,30,2025-02-13 15:28:12
2025/02/13,15:28:57,NO DATA,NO DATA,8,11,12,24.8,67.9,0.0,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,35.94771,BUENA,11.11111,BUENA,30,2025-02-13 15:28:57
2025/02/13,15:29:43,NO DATA,NO DATA,8,11,11,24.9,68.5,0.0,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,35.94771,BUENA,10.18519,BUENA,30,2025-02-13 15:29:43
2025/02/13,15:30:28,NO DATA,NO DATA,8,10,10,25.0,67.4,0.1,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,32.67974,BUENA,9.259259,BUENA,30,2025-02-13 15:30:28
2025/02/13,15:31:13,NO DATA,NO DATA,11,14,14,25.1,67.2,0.1,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,45.75163,BUENA,12.96296,BUENA,30,2025-02-13 15:31:13
2025/02/13,15:31:59,NO DATA,NO DATA,15,18,18,25.2,66.7,0.0,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,55.95951,SATISFACTORIA,16.66667,BUENA,30,2025-02-13 15:31:59
2025/02/13,15:32:44,NO DATA,NO DATA,15,18,20,25.3,67.6,0.1,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,55.95951,SATISFACTORIA,18.51852,BUENA,30,2025-02-13 15:32:44
2025/02/13,15:33:29,NO DATA,NO DATA,15,18,18,25.4,68.3,0.0,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,55.95951,SATISFACTORIA,16.66667,BUENA,30,2025-02-13 15:33:29
2025/02/16,10:01:58,NO DATA,NO DATA,18,25,25,24.2,70.0,0.0,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,69.84615,SATISFACTORIA,23.14815,BUENA,30,2025-02-16 10:01:58
2025/02/16,10:04:36,NO DATA,NO DATA,17,22,23,24.9,66.7,0.0,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,63.89474,SATISFACTORIA,21.2963,BUENA,30,2025-02-16 10:04:36
2025/02/16,10:05:33,NO DATA,NO DATA,16,21,23,24.9,66.6,0.1,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,61.91093,SATISFACTORIA,21.2963,BUENA,30,2025-02-16 10:05:33
2025/02/21,23:11:55,NO DATA,NO DATA,4,5,5,23.1,77.0,0.0,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,16.33987,BUENA,4.62963,BUENA,30,2025-02-21 23:11:55
2025/02/21,23:12:46,NO DATA,NO DATA,4,5,6,23.7,74.2,0.0,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,16.33987,BUENA,5.555555,BUENA,30,2025-02-21 23:12:46
2025/02/21,23:14:08,NO DATA,NO DATA,3,5,6,23.7,76.9,0.1,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,16.33987,BUENA,5.555555,BUENA,30,2025-02-21 23:14:08
2025/02/21,23:14:29,NO DATA,NO DATA,2,3,3,24.2,75.3,0.0,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,9.803922,BUENA,2.777778,BUENA,30,2025-02-21 23:14:29
2025/02/21,23:15:14,NO DATA,NO DATA,3,3,3,24.4,74.9,0.0,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,9.803922,BUENA,2.777778,BUENA,30,2025-02-21 23:15:14
2025/02/21,23:15:59,NO DATA,NO DATA,2,3,3,24.6,77.4,0.0,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,9.803922,BUENA,2.777778,BUENA,30,2025-02-21 23:15:59
2025/02/21,23:16:45,NO DATA,NO DATA,3,4,4,24.8,70.9,0.0,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,13.0719,BUENA,3.703704,BUENA,30,2025-02-21 23:16:45
2025/02/21,23:17:29,NO DATA,NO DATA,3,6,6,24.9,68.8,0.0,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,19.60784,BUENA,5.555555,BUENA,30,2025-02-21 23:17:29
2025/02/21,23:32:24,NO DATA,NO DATA,0,2,2,24.0,70.1,0.0,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,6.535948,BUENA,1.851852,BUENA,30,2025-02-21 23:32:24
2025/02/21,23:33:10,13.656641,-89.18807,0,2,2,24.2,70.3,0.0,06,750.7,1.21,05:35:49,±10%,±10%,±10%,±0.5°C,±2%,±5%,6.535948,BUENA,1.851852,BUENA,30,2025-02-21 23:33:10
2025/02/21,23:33:23,NO DATA,NO DATA,2,3,3,24.3,67.1,0.0,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,9.803922,BUENA,2.777778,BUENA,30,2025-02-21 23:33:23
2025/02/21,23:33:50,13.656638,-89.18807,1,2,2,24.4,66.5,0.0,08,749.7,0.96,05:36:08,±10%,±10%,±10%,±0.5°C,±2%,±5%,6.535948,BUENA,1.851852,BUENA,30,2025-02-21 23:33:50
2025/02/22,08:07:39,NO DATA,NO DATA,12,32,36,24.4,64.2,0.3,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,83.73279,SATISFACTORIA,33.33333,BUENA,30,2025-02-22 08:07:39
2025/02/24,17:24:55,13.714923,-89.20361,30,41,42,24.2,81.5,0.0,09,706.7,0.94,23:27:41,±10%,±10%,±10%,±0.5°C,±2%,±5%,101.9839,NO SATISFACTORIA,38.88889,BUENA,30,2025-02-24 17:24:55
2025/02/24,17:26:14,NO DATA,NO DATA,29,43,45,24.4,79.2,0.3,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,105.9197,NO SATISFACTORIA,41.66666,BUENA,30,2025-02-24 17:26:14
2025/02/24,17:27:59,13.714974,-89.20361,28,38,38,24.7,76.7,0.0,08,728.0,1.22,23:30:45,±10%,±10%,±10%,±0.5°C,±2%,±5%,95.63563,SATISFACTORIA,35.18518,BUENA,30,2025-02-24 17:27:59
2025/02/24,17:29:01,13.714953,-89.20358,30,42,42,24.7,76.4,0.0,08,726.1,1.22,23:31:44,±10%,±10%,±10%,±0.5°C,±2%,±5%,103.9518,NO SATISFACTORIA,38.88889,BUENA,30,2025-02-24 17:29:01
2025/02/24,17:29:44,NO DATA,NO DATA,26,38,38,24.8,76.0,0.0,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,95.63563,SATISFACTORIA,35.18518,BUENA,30,2025-02-24 17:29:44
2025/02/24,17:30:29,NO DATA,NO DATA,30,43,45,24.8,75.8,0.1,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,105.9197,NO SATISFACTORIA,41.66666,BUENA,30,2025-02-24 17:30:29
2025/02/24,17:31:13,13.712925,-89.20374,29,41,42,24.8,75.5,0.1,07,712.3,1.85,23:33:58,±10%,±10%,±10%,±0.5°C,±2%,±5%,101.9839,NO SATISFACTORIA,38.88889,BUENA,30,2025-02-24 17:31:13
2025/02/24,17:31:58,NO DATA,NO DATA,25,36,37,24.8,75.3,0.0,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,91.66801,SATISFACTORIA,34.25926,BUENA,30,2025-02-24 17:31:58
2025/02/24,17:32:43,NO DATA,NO DATA,36,49,50,24.8,75.4,0.1,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,117.7269,NO SATISFACTORIA,46.2963,BUENA,30,2025-02-24 17:32:43
2025/02/24,17:33:29,NO DATA,NO DATA,25,38,39,24.8,75.3,0.1,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,95.63563,SATISFACTORIA,36.11111,BUENA,30,2025-02-24 17:33:29
2025/02/24,17:34:13,13.710349,-89.204,25,35,39,24.8,75.4,0.2,08,710.1,1.23,23:36:57,±10%,±10%,±10%,±0.5°C,±2%,±5%,89.68421,SATISFACTORIA,36.11111,BUENA,30,2025-02-24 17:34:13
2025/02/24,17:34:57,NO DATA,NO DATA,27,40,41,24.7,75.5,0.0,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,99.60324,SATISFACTORIA,37.96296,BUENA,30,2025-02-24 17:34:57
2025/02/24,17:35:42,NO DATA,NO DATA,29,43,43,24.7,75.8,0.0,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,105.9197,NO SATISFACTORIA,39.81482,BUENA,30,2025-02-24 17:35:42
2025/02/24,17:36:27,13.708559,-89.20417,757,0,39424,139.6,24.1,4.0,07,694.8,1.39,23:39:02,±10%,±10%,±10%,±0.5°C,±2%,±5%,0.0,BUENA,43417.66,PELIGROSO,30,2025-02-24 17:36:27
2025/02/24,17:37:05,NO DATA,NO DATA,34,51,52,24.7,75.9,0.1,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,121.6627,NO SATISFACTORIA,48.14815,BUENA,30,2025-02-24 17:37:05
2025/02/24,17:37:51,NO DATA,NO DATA,25,36,37,24.6,75.8,0.1,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,91.66801,SATISFACTORIA,34.25926,BUENA,30,2025-02-24 17:37:51
2025/02/24,17:38:36,13.706598,-89.20435,28,39,40,24.6,76.0,0.0,09,680.2,1.00,23:41:15,±10%,±10%,±10%,±0.5°C,±2%,±5%,97.61943,SATISFACTORIA,37.03704,BUENA,30,2025-02-24 17:38:36
2025/02/24,17:39:19,NO DATA,NO DATA,26,38,38,24.6,76.1,0.0,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,95.63563,SATISFACTORIA,35.18518,BUENA,30,2025-02-24 17:39:19
2025/02/24,17:40:03,NO DATA,NO DATA,27,38,38,24.6,76.0,0.1,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,95.63563,SATISFACTORIA,35.18518,BUENA,30,2025-02-24 17:40:03
2025/02/24,17:40:49,NO DATA,NO DATA,30,42,42,24.6,76.1,0.0,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,103.9518,NO SATISFACTORIA,38.88889,BUENA,30,2025-02-24 17:40:49
2025/02/24,17:41:34,13.704396,-89.20456,26,38,39,24.6,76.1,0.0,10,680.8,0.95,23:43:33,±10%,±10%,±10%,±0.5°C,±2%,±5%,95.63563,SATISFACTORIA,36.11111,BUENA,30,2025-02-24 17:41:34
2025/02/24,17:42:12,13.703261,-89.20469,29,41,42,24.6,76.1,0.0,10,669.9,1.00,23:44:53,±10%,±10%,±10%,±0.5°C,±2%,±5%,101.9839,NO SATISFACTORIA,38.88889,BUENA,30,2025-02-24 17:42:12
2025/02/24,17:42:55,13.702637,-89.20472,29,42,42,24.6,76.1,0.0,10,674.0,1.01,23:45:35,±10%,±10%,±10%,±0.5°C,±2%,±5%,103.9518,NO SATISFACTORIA,38.88889,BUENA,30,2025-02-24 17:42:55
2025/02/24,17:43:38,NO DATA,NO DATA,80,111,113,24.6,76.1,0.0,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,174.7097,DAÑINA PARA LA SALUD,79.5,SATISFACTORIA,30,2025-02-24 17:43:38
2025/02/24,17:44:23,13.701526,-89.20482,30,43,44,24.6,75.9,0.1,09,689.3,1.02,23:47:04,±10%,±10%,±10%,±0.5°C,±2%,±5%,105.9197,NO SATISFACTORIA,40.74074,BUENA,30,2025-02-24 17:44:23
2025/02/24,17:45:07,NO DATA,NO DATA,33,46,47,24.6,75.9,0.0,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,111.8233,NO SATISFACTORIA,43.51852,BUENA,30,2025-02-24 17:45:07
2025/02/24,17:45:52,13.700877,-89.20485,48,62,64,24.6,76.0,0.0,10,694.0,1.06,23:47:50,±10%,±10%,±10%,±0.5°C,±2%,±5%,143.3092,NO SATISFACTORIA,55.0,SATISFACTORIA,30,2025-02-24 17:45:52
2025/02/24,17:46:29,13.699840,-89.20496,29,40,42,24.6,75.9,0.0,11,696.4,0.86,23:49:11,±10%,±10%,±10%,±0.5°C,±2%,±5%,99.60324,SATISFACTORIA,38.88889,BUENA,30,2025-02-24 17:46:29
2025/02/24,17:47:14,13.699662,-89.2047,30,43,43,24.6,76.0,0.0,10,697.8,0.95,23:49:52,±10%,±10%,±10%,±0.5°C,±2%,±5%,105.9197,NO SATISFACTORIA,39.81482,BUENA,30,2025-02-24 17:47:14
2025/02/24,17:47:56,13.699589,-89.20422,3584,256,0,1203.2,665.6,819.2,10,696.1,0.95,23:50:31,±10%,±10%,±10%,±0.5°C,±2%,±5%,304.996,PELIGROSO,0.0,BUENA,30,2025-02-24 17:47:56
2025/02/24,17:48:33,NO DATA,NO DATA,79,103,104,24.6,76.1,0.0,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,170.4946,DAÑINA PARA LA SALUD,75.0,SATISFACTORIA,30,2025-02-24 17:48:33
2025/02/24,17:49:19,13.699377,-89.203,31,43,43,24.6,76.3,0.0,11,711.5,0.87,23:51:55,±10%,±10%,±10%,±0.5°C,±2%,±5%,105.9197,NO SATISFACTORIA,39.81482,BUENA,30,2025-02-24 17:49:19
2025/02/24,17:49:58,13.699361,-89.20251,31,45,48,24.6,76.1,0.1,10,698.4,2.07,23:52:38,±10%,±10%,±10%,±0.5°C,±2%,±5%,109.8554,NO SATISFACTORIA,44.44444,BUENA,30,2025-02-24 17:49:58
2025/02/24,17:50:41,13.699208,-89.20181,30,45,46,24.6,76.2,0.1,11,712.1,1.35,23:53:18,±10%,±10%,±10%,±0.5°C,±2%,±5%,109.8554,NO SATISFACTORIA,42.59259,BUENA,30,2025-02-24 17:50:41
2025/02/24,17:51:21,NO DATA,NO DATA,32,45,47,24.5,76.4,0.2,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,109.8554,NO SATISFACTORIA,43.51852,BUENA,30,2025-02-24 17:51:21
2025/02/24,17:52:07,13.699082,-89.2007,38,52,55,24.5,76.7,0.2,10,704.1,0.90,23:54:42,±10%,±10%,±10%,±0.5°C,±2%,±5%,123.6305,NO SATISFACTORIA,50.92593,BUENA,30,2025-02-24 17:52:07
2025/02/24,17:52:45,13.699091,-89.2002,43,63,65,24.5,76.6,0.2,11,702.2,0.88,23:55:21,±10%,±10%,±10%,±0.5°C,±2%,±5%,145.2771,NO SATISFACTORIA,55.5,SATISFACTORIA,30,2025-02-24 17:52:45
2025/02/24,17:53:24,NO DATA,NO DATA,35,53,57,24.6,76.9,0.3,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,125.5984,NO SATISFACTORIA,51.5,SATISFACTORIA,30,2025-02-24 17:53:24
2025/02/24,17:54:08,NO DATA,NO DATA,35,51,55,24.6,76.3,0.4,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,121.6627,NO SATISFACTORIA,50.92593,BUENA,30,2025-02-24 17:54:08
2025/02/24,17:54:54,NO DATA,NO DATA,36,53,53,24.6,76.4,0.0,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,125.5984,NO SATISFACTORIA,49.07407,BUENA,30,2025-02-24 17:54:54
2025/02/24,17:55:38,13.698698,-89.19888,33,48,51,24.6,76.4,0.2,11,686.2,0.91,23:58:17,±10%,±10%,±10%,±0.5°C,±2%,±5%,115.759,NO SATISFACTORIA,47.22222,BUENA,30,2025-02-24 17:55:38
2025/02/24,17:56:21,13.698938,-89.19852,31,46,48,24.6,76.3,0.2,11,685.3,1.00,23:58:57,±10%,±10%,±10%,±0.5°C,±2%,±5%,111.8233,NO SATISFACTORIA,44.44444,BUENA,30,2025-02-24 17:56:21
2025/02/24,17:57:00,13.698930,-89.19797,27,38,39,24.6,76.3,0.0,10,686.2,1.09,23:59:35,±10%,±10%,±10%,±0.5°C,±2%,±5%,95.63563,SATISFACTORIA,36.11111,BUENA,30,2025-02-24 17:57:00
2025/02/24,17:57:39,13.698871,-89.19749,31,47,48,24.6,76.2,0.0,11,685.9,1.07,00:00:15,±10%,±10%,±10%,±0.5°C,±2%,±5%,113.7912,NO SATISFACTORIA,44.44444,BUENA,30,2025-02-24 17:57:39
2025/02/24,17:58:17,13.698818,-89.19691,27,41,41,24.5,76.2,0.0,10,685.5,0.92,00:00:53,±10%,±10%,±10%,±0.5°C,±2%,±5%,101.9839,NO SATISFACTORIA,37.96296,BUENA,30,2025-02-24 17:58:17
2025/02/24,17:58:57,13.698739,-89.19626,38,52,52,24.5,76.3,0.0,10,697.4,0.92,00:01:36,±10%,±10%,±10%,±0.5°C,±2%,±5%,123.6305,NO SATISFACTORIA,48.14815,BUENA,30,2025-02-24 17:58:57
2025/02/24,17:59:39,13.698702,-89.19577,27,40,42,24.5,76.4,0.1,10,688.2,1.01,00:02:16,±10%,±10%,±10%,±0.5°C,±2%,±5%,99.60324,SATISFACTORIA,38.88889,BUENA,30,2025-02-24 17:59:39
2025/02/24,18:00:20,13.698621,-89.19525,32,46,47,24.5,76.4,0.0,10,681.0,0.94,00:02:56,±10%,±10%,±10%,±0.5°C,±2%,±5%,111.8233,NO SATISFACTORIA,43.51852,BUENA,30,2025-02-24 18:00:20
2025/02/24,18:00:58,13.698569,-89.19473,28,43,45,24.5,76.4,0.1,10,679.0,1.03,00:03:34,±10%,±10%,±10%,±0.5°C,±2%,±5%,105.9197,NO SATISFACTORIA,41.66666,BUENA,30,2025-02-24 18:00:58
2025/02/24,18:01:37,13.698521,-89.19408,31,48,49,24.5,77.2,0.1,08,674.6,1.03,00:04:17,±10%,±10%,±10%,±0.5°C,±2%,±5%,115.759,NO SATISFACTORIA,45.37037,BUENA,30,2025-02-24 18:01:37
2025/02/24,18:02:20,13.698411,-89.19344,29,43,44,24.5,76.4,0.0,09,672.2,0.95,00:05:01,±10%,±10%,±10%,±0.5°C,±2%,±5%,105.9197,NO SATISFACTORIA,40.74074,BUENA,30,2025-02-24 18:02:20
2025/02/24,18:03:05,13.698299,-89.1928,28,38,42,24.6,76.6,0.3,09,670.4,0.95,00:05:44,±10%,±10%,±10%,±0.5°C,±2%,±5%,95.63563,SATISFACTORIA,38.88889,BUENA,30,2025-02-24 18:03:05
2025/02/24,18:03:47,13.698177,-89.19222,29,48,48,24.5,76.7,0.1,09,672.6,0.95,00:06:25,±10%,±10%,±10%,±0.5°C,±2%,±5%,115.759,NO SATISFACTORIA,44.44444,BUENA,30,2025-02-24 18:03:47
2025/02/24,18:04:29,13.698161,-89.19167,28,42,44,24.6,76.7,0.0,09,667.7,0.95,00:07:05,±10%,±10%,±10%,±0.5°C,±2%,±5%,103.9518,NO SATISFACTORIA,40.74074,BUENA,30,2025-02-24 18:04:29
2025/02/24,18:05:08,NO DATA,NO DATA,29,45,46,24.5,76.8,0.1,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,109.8554,NO SATISFACTORIA,42.59259,BUENA,30,2025-02-24 18:05:08
2025/02/24,18:05:55,13.697973,-89.19044,30,45,46,24.5,76.9,0.1,09,665.0,0.96,00:08:31,±10%,±10%,±10%,±0.5°C,±2%,±5%,109.8554,NO SATISFACTORIA,42.59259,BUENA,30,2025-02-24 18:05:55
2025/02/24,18:06:34,NO DATA,NO DATA,29,42,43,24.5,77.0,0.0,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,103.9518,NO SATISFACTORIA,39.81482,BUENA,30,2025-02-24 18:06:34
2025/02/24,18:07:21,13.697750,-89.18941,33,49,50,24.5,77.1,0.2,09,683.2,0.96,00:09:57,±10%,±10%,±10%,±0.5°C,±2%,±5%,117.7269,NO SATISFACTORIA,46.2963,BUENA,30,2025-02-24 18:07:21
2025/02/24,18:08:00,NO DATA,NO DATA,32,46,46,24.5,77.0,0.0,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,111.8233,NO SATISFACTORIA,42.59259,BUENA,30,2025-02-24 18:08:00
2025/02/24,18:08:46,NO DATA,NO DATA,50,67,68,24.5,77.1,0.2,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,151.5269,DAÑINA PARA LA SALUD,57.0,SATISFACTORIA,30,2025-02-24 18:08:46
2025/02/24,18:09:31,NO DATA,NO DATA,30,41,41,24.5,77.0,0.0,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,101.9839,NO SATISFACTORIA,37.96296,BUENA,30,2025-02-24 18:09:31
2025/02/24,18:10:17,13.699312,-89.18879,31,43,43,24.5,77.1,0.0,09,658.0,0.97,00:12:57,±10%,±10%,±10%,±0.5°C,±2%,±5%,105.9197,NO SATISFACTORIA,39.81482,BUENA,30,2025-02-24 18:10:17
2025/02/24,18:11:00,13.699589,-89.18922,33,51,51,24.5,77.4,0.0,09,657.8,0.97,00:13:40,±10%,±10%,±10%,±0.5°C,±2%,±5%,121.6627,NO SATISFACTORIA,47.22222,BUENA,30,2025-02-24 18:11:00
2025/02/24,18:11:43,13.699595,-89.18974,33,53,54,24.6,77.0,0.0,09,662.5,1.08,00:14:20,±10%,±10%,±10%,±0.5°C,±2%,±5%,125.5984,NO SATISFACTORIA,50.0,BUENA,30,2025-02-24 18:11:43
2025/02/24,18:12:23,NO DATA,NO DATA,32,45,46,24.6,77.1,0.0,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,109.8554,NO SATISFACTORIA,42.59259,BUENA,30,2025-02-24 18:12:23
2025/02/24,18:13:08,NO DATA,NO DATA,34,46,47,24.5,77.2,0.0,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,111.8233,NO SATISFACTORIA,43.51852,BUENA,30,2025-02-24 18:13:08
2025/02/25,15:45:10,13.715296,-89.20383,19,30,30,20.5,81.4,0.0,05,759.9,6.22,21:47:51,±10%,±10%,±10%,±0.5°C,±2%,±5%,79.76518,SATISFACTORIA,27.77778,BUENA,30,2025-02-25 15:45:10
2025/02/25,15:45:31,13.714955,-89.20373,18,28,29,20.8,81.3,0.0,07,726.1,1.41,21:48:11,±10%,±10%,±10%,±0.5°C,±2%,±5%,75.79757,SATISFACTORIA,26.85185,BUENA,30,2025-02-25 15:45:31
2025/02/25,15:46:02,13.715033,-89.20368,22,31,32,21.3,81.0,0.1,07,736.4,1.42,21:48:46,±10%,±10%,±10%,±0.5°C,±2%,±5%,81.74899,SATISFACTORIA,29.62963,BUENA,30,2025-02-25 15:46:02
2025/02/25,15:47:55,13.714815,-89.20371,28,36,37,22.7,77.8,0.0,04,706.2,3.92,21:50:32,±10%,±10%,±10%,±0.5°C,±2%,±5%,91.66801,SATISFACTORIA,34.25926,BUENA,30,2025-02-25 15:47:55
2025/02/25,15:48:17,13.714870,-89.20366,24,31,32,23.0,77.3,0.0,07,727.7,3.21,21:50:59,±10%,±10%,±10%,±0.5°C,±2%,±5%,81.74899,SATISFACTORIA,29.62963,BUENA,30,2025-02-25 15:48:17
2025/02/25,15:50:21,13.714948,-89.20363,22,32,33,23.0,77.0,0.0,08,726.5,1.16,21:53:06,±10%,±10%,±10%,±0.5°C,±2%,±5%,83.73279,SATISFACTORIA,30.55556,BUENA,30,2025-02-25 15:50:21
2025/02/25,15:51:06,NO DATA,NO DATA,16,25,25,24.0,76.4,0.0,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,69.84615,SATISFACTORIA,23.14815,BUENA,30,2025-02-25 15:51:06
2025/02/25,15:51:52,13.714359,-89.20358,18,24,26,24.3,74.4,0.1,08,717.8,1.17,21:53:52,±10%,±10%,±10%,±0.5°C,±2%,±5%,67.86235,SATISFACTORIA,24.07407,BUENA,30,2025-02-25 15:51:52
2025/02/25,15:52:28,13.713218,-89.20366,16,22,23,24.5,73.6,0.0,09,715.2,1.17,21:55:07,±10%,±10%,±10%,±0.5°C,±2%,±5%,63.89474,SATISFACTORIA,21.2963,BUENA,30,2025-02-25 15:52:28
2025/02/25,15:53:07,13.713206,-89.20368,16,25,25,24.7,73.1,0.0,09,715.3,1.17,21:55:08,±10%,±10%,±10%,±0.5°C,±2%,±5%,69.84615,SATISFACTORIA,23.14815,BUENA,30,2025-02-25 15:53:07
2025/02/25,15:53:44,13.712154,-89.20377,14,21,23,24.9,72.4,0.0,09,709.1,1.17,21:56:24,±10%,±10%,±10%,±0.5°C,±2%,±5%,61.91093,SATISFACTORIA,21.2963,BUENA,30,2025-02-25 15:53:44
