FECHA,HORA,LATITUD,LONGITUD,PM 1.0 [ug/m^3],PM 2.5 [ug/m^3],PM 10 [ug/m^3],TEMPERATURA [°C],HUMEDAD [%],FORMALDEHIDO [mg/m^3],SATELITES,ALTURA,HDP,TIEMPO SATELITAL,IPM 1.0 [%],IPM 2.5 [%],IPM 10 [%],ITEMP [°C],IHUM [%],IFORM [%],PM 2.5 ICCA,PM 2.5 CALIDAD DE AIRE,PM 10 ICCA,PM 10 CALIDAD DE AIRE,TDM [s],FECHA_HORA
2025/02/27,16:34:58,NO DATA,NO DATA,29,41,42,26.7,67.4,0.1,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,101.9839,NO SATISFACTORIA,38.88889,BUENA,30,2025-02-27 16:34:58
2025/02/27,16:35:43,NO DATA,NO DATA,24,38,38,26.7,67.4,0.0,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,95.63563,SATISFACTORIA,35.18518,BUENA,30,2025-02-27 16:35:43
2025/02/27,16:36:29,13.701685,-89.20478,41,57,60,26.6,67.4,0.3,11,706.6,0.80,22:38:27,±10%,±10%,±10%,±0.5°C,±2%,±5%,133.4699,NO SATISFACTORIA,53.0,SATISFACTORIA,30,2025-02-27 16:36:29
2025/02/27,16:37:05,13.700712,-89.20483,4096,5888,6144,256.2,4121.6,25.6,11,707.9,0.81,22:39:41,±10%,±10%,±10%,±0.5°C,±2%,±5%,4806.072,PELIGROSO,6624.778,PELIGROSO,30,2025-02-27 16:37:05
2025/02/27,16:37:43,NO DATA,NO DATA,23,33,34,26.6,67.1,0.0,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,85.7166,SATISFACTORIA,31.48148,BUENA,30,2025-02-27 16:37:43
2025/02/27,16:38:28,13.699784,-89.20494,29,38,40,26.5,67.5,0.1,11,709.6,0.99,22:41:06,±10%,±10%,±10%,±0.5°C,±2%,±5%,95.63563,SATISFACTORIA,37.03704,BUENA,30,2025-02-27 16:38:28
2025/02/27,16:39:09,NO DATA,NO DATA,28,37,38,26.5,68.5,0.1,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,93.65182,SATISFACTORIA,35.18518,BUENA,30,2025-02-27 16:39:09
2025/02/27,16:39:54,13.699621,-89.20432,18,25,27,26.5,68.1,0.1,11,707.0,1.20,22:42:30,±10%,±10%,±10%,±0.5°C,±2%,±5%,69.84615,SATISFACTORIA,25.0,BUENA,30,2025-02-27 16:39:54
2025/02/27,16:40:32,NO DATA,NO DATA,22,31,31,26.6,67.8,0.0,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,81.74899,SATISFACTORIA,28.7037,BUENA,30,2025-02-27 16:40:32
2025/02/27,16:41:17,13.699445,-89.20322,41,56,59,26.5,67.9,0.1,11,709.3,0.82,22:43:55,±10%,±10%,±10%,±0.5°C,±2%,±5%,131.502,NO SATISFACTORIA,52.5,SATISFACTORIA,30,2025-02-27 16:41:17
2025/02/27,16:41:58,13.699355,-89.20271,19,30,32,26.5,68.2,0.3,11,710.8,0.87,22:44:37,±10%,±10%,±10%,±0.5°C,±2%,±5%,79.76518,SATISFACTORIA,29.62963,BUENA,30,2025-02-27 16:41:58
2025/02/27,16:42:39,13.699347,-89.20229,22,30,31,26.6,68.2,0.0,08,702.4,1.10,22:45:19,±10%,±10%,±10%,±0.5°C,±2%,±5%,79.76518,SATISFACTORIA,28.7037,BUENA,30,2025-02-27 16:42:39
2025/02/27,16:43:22,13.699231,-89.20177,14,23,23,26.6,67.2,0.0,11,710.8,0.82,22:45:58,±10%,±10%,±10%,±0.5°C,±2%,±5%,65.87854,SATISFACTORIA,21.2963,BUENA,30,2025-02-27 16:43:22
2025/02/27,16:44:00,NO DATA,NO DATA,14,23,23,26.6,67.0,0.0,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,65.87854,SATISFACTORIA,21.2963,BUENA,30,2025-02-27 16:44:00
2025/02/27,16:44:45,13.699105,-89.20069,34,56,60,26.5,67.5,0.3,10,707.2,0.91,22:47:25,±10%,±10%,±10%,±0.5°C,±2%,±5%,131.502,NO SATISFACTORIA,53.0,SATISFACTORIA,30,2025-02-27 16:44:45
2025/02/27,16:45:26,13.699105,-89.2002,22,34,35,26.5,68.2,0.1,10,705.6,1.25,22:48:02,±10%,±10%,±10%,±0.5°C,±2%,±5%,87.70041,SATISFACTORIA,32.40741,BUENA,30,2025-02-27 16:45:26
2025/02/27,16:46:04,13.699107,-89.20016,22,36,37,26.5,69.0,0.0,11,706.1,1.26,22:48:03,±10%,±10%,±10%,±0.5°C,±2%,±5%,91.66801,SATISFACTORIA,34.25926,BUENA,30,2025-02-27 16:46:04
2025/02/27,16:46:41,13.698332,-89.19995,15,23,24,26.5,67.7,0.1,10,692.8,1.11,22:49:23,±10%,±10%,±10%,±0.5°C,±2%,±5%,65.87854,SATISFACTORIA,22.22222,BUENA,30,2025-02-27 16:46:41
2025/02/27,16:47:25,13.698199,-89.19945,15,24,25,26.4,67.7,0.1,11,685.1,0.83,22:50:06,±10%,±10%,±10%,±0.5°C,±2%,±5%,67.86235,SATISFACTORIA,23.14815,BUENA,30,2025-02-27 16:47:25
2025/02/27,16:48:08,13.698149,-89.19889,15,24,24,26.4,67.7,0.0,11,697.2,0.83,22:50:44,±10%,±10%,±10%,±0.5°C,±2%,±5%,67.86235,SATISFACTORIA,22.22222,BUENA,30,2025-02-27 16:48:08
2025/02/27,16:48:47,13.698621,-89.19883,22,33,34,26.4,67.9,0.0,10,684.7,1.06,22:51:24,±10%,±10%,±10%,±0.5°C,±2%,±5%,85.7166,SATISFACTORIA,31.48148,BUENA,30,2025-02-27 16:48:47
2025/02/27,16:49:25,13.698930,-89.19859,17,23,23,26.3,68.0,0.0,11,684.8,1.30,22:52:02,±10%,±10%,±10%,±0.5°C,±2%,±5%,65.87854,SATISFACTORIA,21.2963,BUENA,30,2025-02-27 16:49:25
2025/02/27,16:50:05,13.698919,-89.19803,17,24,24,26.3,68.1,0.0,11,687.3,1.07,22:52:46,±10%,±10%,±10%,±0.5°C,±2%,±5%,67.86235,SATISFACTORIA,22.22222,BUENA,30,2025-02-27 16:50:05
2025/02/27,16:50:48,13.698919,-89.19751,17,24,26,26.4,68.6,0.0,11,686.3,1.12,22:53:26,±10%,±10%,±10%,±0.5°C,±2%,±5%,67.86235,SATISFACTORIA,24.07407,BUENA,30,2025-02-27 16:50:48
2025/02/27,16:51:29,13.698910,-89.19701,18,29,29,26.3,68.1,0.0,10,691.8,1.08,22:54:06,±10%,±10%,±10%,±0.5°C,±2%,±5%,77.78137,SATISFACTORIA,26.85185,BUENA,30,2025-02-27 16:51:29
2025/02/27,16:52:08,13.698844,-89.19653,15,24,24,26.3,68.0,0.1,11,689.8,1.08,22:54:45,±10%,±10%,±10%,±0.5°C,±2%,±5%,67.86235,SATISFACTORIA,22.22222,BUENA,30,2025-02-27 16:52:08
2025/02/27,16:52:48,NO DATA,NO DATA,18,27,28,26.3,68.2,0.0,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,73.81377,SATISFACTORIA,25.92593,BUENA,30,2025-02-27 16:52:48
2025/02/27,16:53:33,13.698752,-89.19541,17,26,28,26.3,68.6,0.2,09,688.8,1.19,22:56:14,±10%,±10%,±10%,±0.5°C,±2%,±5%,71.82996,SATISFACTORIA,25.92593,BUENA,30,2025-02-27 16:53:33
2025/02/27,16:54:17,13.698641,-89.19485,17,25,26,26.3,68.0,0.0,08,675.9,1.49,22:56:59,±10%,±10%,±10%,±0.5°C,±2%,±5%,69.84615,SATISFACTORIA,24.07407,BUENA,30,2025-02-27 16:54:17
2025/02/27,16:55:01,NO DATA,NO DATA,15,25,26,26.2,68.5,0.1,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,69.84615,SATISFACTORIA,24.07407,BUENA,30,2025-02-27 16:55:01
2025/02/27,16:55:47,13.698481,-89.1937,14,18,18,26.2,67.8,0.0,10,666.5,1.17,22:58:24,±10%,±10%,±10%,±0.5°C,±2%,±5%,55.95951,SATISFACTORIA,16.66667,BUENA,30,2025-02-27 16:55:47
2025/02/27,16:56:25,NO DATA,NO DATA,15,22,22,26.1,68.9,0.0,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,63.89474,SATISFACTORIA,20.37037,BUENA,30,2025-02-27 16:56:25
2025/02/27,16:57:11,13.698377,-89.19258,15,22,24,26.0,69.2,0.1,10,676.7,1.14,22:59:51,±10%,±10%,±10%,±0.5°C,±2%,±5%,63.89474,SATISFACTORIA,22.22222,BUENA,30,2025-02-27 16:57:11
2025/02/27,16:57:52,13.698248,-89.19205,16,23,23,25.8,70.4,0.0,09,671.9,1.53,23:00:32,±10%,±10%,±10%,±0.5°C,±2%,±5%,65.87854,SATISFACTORIA,21.2963,BUENA,30,2025-02-27 16:57:52
2025/02/27,16:58:34,NO DATA,NO DATA,16,27,27,25.8,70.3,0.0,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,73.81377,SATISFACTORIA,25.0,BUENA,30,2025-02-27 16:58:34
2025/02/27,16:59:19,13.698133,-89.19083,14,22,23,25.8,70.0,0.1,10,664.0,1.35,23:02:02,±10%,±10%,±10%,±0.5°C,±2%,±5%,63.89474,SATISFACTORIA,21.2963,BUENA,30,2025-02-27 16:59:19
2025/02/27,17:00:05,NO DATA,NO DATA,17,27,28,25.8,70.6,0.0,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,73.81377,SATISFACTORIA,25.92593,BUENA,30,2025-02-27 17:00:05
2025/02/27,17:00:50,NO DATA,NO DATA,17,31,31,25.7,70.7,0.0,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,81.74899,SATISFACTORIA,28.7037,BUENA,30,2025-02-27 17:00:50
2025/02/27,17:01:36,13.697890,-89.18905,17,27,27,25.7,70.5,0.0,10,676.0,1.16,23:04:14,±10%,±10%,±10%,±0.5°C,±2%,±5%,73.81377,SATISFACTORIA,25.0,BUENA,30,2025-02-27 17:01:36
2025/02/27,17:02:16,13.698271,-89.1889,13,18,19,25.8,71.0,0.1,11,666.6,0.84,23:04:53,±10%,±10%,±10%,±0.5°C,±2%,±5%,55.95951,SATISFACTORIA,17.59259,BUENA,30,2025-02-27 17:02:16
2025/02/27,17:02:55,NO DATA,NO DATA,17,26,26,25.8,71.7,0.0,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,71.82996,SATISFACTORIA,24.07407,BUENA,30,2025-02-27 17:02:55
2025/02/27,17:03:40,13.699321,-89.1888,19,29,30,25.8,70.6,0.1,11,667.3,0.88,23:06:17,±10%,±10%,±10%,±0.5°C,±2%,±5%,77.78137,SATISFACTORIA,27.77778,BUENA,30,2025-02-27 17:03:40
2025/02/27,17:04:20,13.699614,-89.18913,17,25,25,25.8,71.2,0.0,10,674.4,0.88,23:07:00,±10%,±10%,±10%,±0.5°C,±2%,±5%,69.84615,SATISFACTORIA,23.14815,BUENA,30,2025-02-27 17:04:20
2025/02/27,17:05:02,NO DATA,NO DATA,16,26,26,25.8,70.7,0.1,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,71.82996,SATISFACTORIA,24.07407,BUENA,30,2025-02-27 17:05:02
2025/02/27,17:05:47,NO DATA,NO DATA,14,19,20,25.8,70.3,0.0,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,57.94332,SATISFACTORIA,18.51852,BUENA,30,2025-02-27 17:05:47
2025/02/27,17:06:32,13.699790,-89.19066,16,23,24,25.7,70.6,0.0,11,679.1,0.89,23:09:08,±10%,±10%,±10%,±0.5°C,±2%,±5%,65.87854,SATISFACTORIA,22.22222,BUENA,30,2025-02-27 17:06:32
2025/02/27,17:07:10,13.699896,-89.19114,16,27,29,25.6,70.9,0.2,09,678.2,1.00,23:09:49,±10%,±10%,±10%,±0.5°C,±2%,±5%,73.81377,SATISFACTORIA,26.85185,BUENA,30,2025-02-27 17:07:10
2025/02/27,17:07:51,NO DATA,NO DATA,18,25,27,25.6,71.1,0.0,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,69.84615,SATISFACTORIA,25.0,BUENA,30,2025-02-27 17:07:51
2025/02/27,17:08:37,NO DATA,NO DATA,18,32,34,25.7,71.2,0.1,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,83.73279,SATISFACTORIA,31.48148,BUENA,30,2025-02-27 17:08:37
2025/02/28,16:25:16,NO DATA,NO DATA,10,16,16,27.3,68.7,0.0,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,51.9919,SATISFACTORIA,14.81481,BUENA,30,2025-02-28 16:25:16
2025/02/28,16:26:16,13.715867,-89.20341,11,16,16,27.3,70.2,0.0,05,712.7,2.20,22:28:57,±10%,±10%,±10%,±0.5°C,±2%,±5%,51.9919,SATISFACTORIA,14.81481,BUENA,30,2025-02-28 16:26:16
2025/02/28,16:36:28,NO DATA,NO DATA,10,14,15,27.4,52.8,0.0,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,45.75163,BUENA,13.88889,BUENA,30,2025-02-28 16:36:28
2025/02/28,16:37:23,13.714923,-89.2037,7,1,0,1.5,0.9,0.9,07,699.0,1.51,22:40:01,±10%,±10%,±10%,±0.5°C,±2%,±5%,3.267974,BUENA,0.0,BUENA,30,2025-02-28 16:37:23
2025/02/28,16:38:02,NO DATA,NO DATA,10,13,13,27.5,52.7,0.0,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,42.48366,BUENA,12.03704,BUENA,30,2025-02-28 16:38:02
2025/02/28,16:38:47,NO DATA,NO DATA,12,15,15,27.5,50.8,0.0,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,49.01961,BUENA,13.88889,BUENA,30,2025-02-28 16:38:47
2025/02/28,16:39:32,13.713851,-89.20368,14,18,18,27.6,49.8,0.0,08,692.7,1.29,22:42:10,±10%,±10%,±10%,±0.5°C,±2%,±5%,55.95951,SATISFACTORIA,16.66667,BUENA,30,2025-02-28 16:39:32
2025/02/28,16:40:12,13.713214,-89.20374,39,48,48,27.6,49.3,0.0,08,687.8,1.26,22:42:50,±10%,±10%,±10%,±0.5°C,±2%,±5%,115.759,NO SATISFACTORIA,44.44444,BUENA,30,2025-02-28 16:40:12
2025/02/28,16:40:51,13.712699,-89.20377,25,37,37,27.6,48.6,0.0,08,687.3,1.27,22:43:28,±10%,±10%,±10%,±0.5°C,±2%,±5%,93.65182,SATISFACTORIA,34.25926,BUENA,30,2025-02-28 16:40:51
2025/02/28,16:41:31,NO DATA,NO DATA,27,38,38,27.6,48.3,0.0,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,95.63563,SATISFACTORIA,35.18518,BUENA,30,2025-02-28 16:41:31
2025/02/28,16:42:15,13.711363,-89.20394,37,47,48,27.7,48.3,0.2,08,682.7,1.28,22:44:58,±10%,±10%,±10%,±0.5°C,±2%,±5%,113.7912,NO SATISFACTORIA,44.44444,BUENA,30,2025-02-28 16:42:15
2025/02/28,16:43:00,13.710846,-89.20423,16,23,23,27.8,47.5,0.0,08,685.4,1.29,22:45:41,±10%,±10%,±10%,±0.5°C,±2%,±5%,65.87854,SATISFACTORIA,21.2963,BUENA,30,2025-02-28 16:43:00
2025/02/28,16:43:42,13.710368,-89.20403,12,14,15,27.9,47.2,0.1,07,682.9,1.35,22:46:19,±10%,±10%,±10%,±0.5°C,±2%,±5%,45.75163,BUENA,13.88889,BUENA,30,2025-02-28 16:43:42
2025/02/28,16:44:21,NO DATA,NO DATA,10,14,14,27.9,48.3,0.0,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,45.75163,BUENA,12.96296,BUENA,30,2025-02-28 16:44:21
2025/02/28,16:45:06,13.709121,-89.20412,11,15,15,27.9,47.8,0.0,08,684.6,1.30,22:47:49,±10%,±10%,±10%,±0.5°C,±2%,±5%,49.01961,BUENA,13.88889,BUENA,30,2025-02-28 16:45:06
2025/02/28,16:45:51,NO DATA,NO DATA,13,19,19,27.9,47.0,0.0,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,57.94332,SATISFACTORIA,17.59259,BUENA,30,2025-02-28 16:45:51
2025/02/28,16:46:36,13.707888,-89.20425,9,13,13,28.0,46.9,0.0,08,675.6,1.38,22:49:17,±10%,±10%,±10%,±0.5°C,±2%,±5%,42.48366,BUENA,12.03704,BUENA,30,2025-02-28 16:46:36
2025/02/28,16:47:19,13.707389,-89.20433,85,115,118,28.0,46.8,0.2,08,676.1,1.32,22:49:56,±10%,±10%,±10%,±0.5°C,±2%,±5%,176.8172,DAÑINA PARA LA SALUD,82.0,SATISFACTORIA,30,2025-02-28 16:47:19
2025/02/28,16:47:57,13.706970,-89.20433,29,41,41,28.0,46.8,0.1,08,678.7,1.42,22:50:34,±10%,±10%,±10%,±0.5°C,±2%,±5%,101.9839,NO SATISFACTORIA,37.96296,BUENA,30,2025-02-28 16:47:57
2025/02/28,16:48:36,NO DATA,NO DATA,13,18,18,28.1,46.0,0.0,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,55.95951,SATISFACTORIA,16.66667,BUENA,30,2025-02-28 16:48:36
2025/02/28,16:49:21,NO DATA,NO DATA,17,24,25,28.2,46.5,0.1,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,67.86235,SATISFACTORIA,23.14815,BUENA,30,2025-02-28 16:49:21
2025/02/28,16:50:07,13.705190,-89.20451,11,16,17,28.2,46.1,0.1,08,676.4,1.61,22:52:45,±10%,±10%,±10%,±0.5°C,±2%,±5%,51.9919,SATISFACTORIA,15.74074,BUENA,30,2025-02-28 16:50:07
2025/02/28,16:50:47,13.704494,-89.20452,14,21,22,28.3,45.6,0.0,09,684.7,1.12,22:53:25,±10%,±10%,±10%,±0.5°C,±2%,±5%,61.91093,SATISFACTORIA,20.37037,BUENA,30,2025-02-28 16:50:47
2025/02/28,16:51:27,NO DATA,NO DATA,18,24,24,28.3,46.9,0.0,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,67.86235,SATISFACTORIA,22.22222,BUENA,30,2025-02-28 16:51:27
2025/02/28,16:52:12,NO DATA,NO DATA,11,16,17,28.5,45.3,0.1,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,51.9919,SATISFACTORIA,15.74074,BUENA,30,2025-02-28 16:52:12
2025/02/28,16:52:58,NO DATA,NO DATA,39,49,50,28.6,45.6,0.1,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,117.7269,NO SATISFACTORIA,46.2963,BUENA,30,2025-02-28 16:52:58
2025/02/28,16:53:42,13.702147,-89.20472,14,22,22,28.5,44.7,0.0,10,690.9,1.14,22:56:23,±10%,±10%,±10%,±0.5°C,±2%,±5%,63.89474,SATISFACTORIA,20.37037,BUENA,30,2025-02-28 16:53:42
2025/02/28,16:54:25,13.701650,-89.20483,13,16,16,28.6,44.8,0.0,10,690.6,1.15,22:57:06,±10%,±10%,±10%,±0.5°C,±2%,±5%,51.9919,SATISFACTORIA,14.81481,BUENA,30,2025-02-28 16:54:25
2025/02/28,16:55:07,13.701082,-89.20483,20,26,26,28.5,45.1,0.0,09,699.4,1.15,22:57:44,±10%,±10%,±10%,±0.5°C,±2%,±5%,71.82996,SATISFACTORIA,24.07407,BUENA,30,2025-02-28 16:55:07
2025/02/28,16:55:46,13.700519,-89.20493,45,57,57,28.5,46.0,0.0,09,701.9,1.16,22:58:27,±10%,±10%,±10%,±0.5°C,±2%,±5%,133.4699,NO SATISFACTORIA,51.5,SATISFACTORIA,30,2025-02-28 16:55:46
2025/02/28,16:56:28,13.700071,-89.20496,16,25,26,28.5,44.9,0.1,09,698.0,1.17,22:59:05,±10%,±10%,±10%,±0.5°C,±2%,±5%,69.84615,SATISFACTORIA,24.07407,BUENA,30,2025-02-28 16:56:28
2025/02/28,16:57:08,13.699689,-89.2048,12,19,20,28.5,45.0,0.1,08,698.6,1.28,22:59:45,±10%,±10%,±10%,±0.5°C,±2%,±5%,57.94332,SATISFACTORIA,18.51852,BUENA,30,2025-02-28 16:57:08
2025/02/28,16:57:46,NO DATA,NO DATA,73,91,93,28.4,45.1,0.2,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,164.172,DAÑINA PARA LA SALUD,69.5,SATISFACTORIA,30,2025-02-28 16:57:46
2025/02/28,16:58:32,NO DATA,NO DATA,27,36,36,28.5,44.8,0.0,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,91.66801,SATISFACTORIA,33.33333,BUENA,30,2025-02-28 16:58:32
2025/02/28,16:59:16,13.699513,-89.20387,102,120,120,28.5,45.4,0.0,10,695.0,1.19,23:01:53,±10%,±10%,±10%,±0.5°C,±2%,±5%,179.4516,DAÑINA PARA LA SALUD,83.0,SATISFACTORIA,30,2025-02-28 16:59:16
2025/02/28,16:59:55,NO DATA,NO DATA,49,61,61,28.6,44.8,0.0,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,141.3414,NO SATISFACTORIA,53.5,SATISFACTORIA,30,2025-02-28 16:59:55
2025/02/28,17:00:40,13.699414,-89.20287,22,29,29,28.7,44.0,0.0,09,705.2,1.32,23:03:18,±10%,±10%,±10%,±0.5°C,±2%,±5%,77.78137,SATISFACTORIA,26.85185,BUENA,30,2025-02-28 17:00:40
2025/02/28,17:01:20,13.699389,-89.20235,21,27,27,28.8,44.0,0.0,09,697.3,1.62,23:04:04,±10%,±10%,±10%,±0.5°C,±2%,±5%,73.81377,SATISFACTORIA,25.0,BUENA,30,2025-02-28 17:01:20
2025/02/28,17:02:05,NO DATA,NO DATA,18,23,24,28.8,44.1,0.1,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,65.87854,SATISFACTORIA,22.22222,BUENA,30,2025-02-28 17:02:05
2025/02/28,17:02:51,13.699099,-89.2012,17,23,23,28.8,43.1,0.1,09,701.5,1.23,23:05:28,±10%,±10%,±10%,±0.5°C,±2%,±5%,65.87854,SATISFACTORIA,21.2963,BUENA,30,2025-02-28 17:02:51
2025/02/28,17:03:30,NO DATA,NO DATA,11,17,17,28.7,43.4,0.0,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,53.97571,SATISFACTORIA,15.74074,BUENA,30,2025-02-28 17:03:30
2025/02/28,17:04:15,13.698964,-89.20004,13,16,17,28.7,43.5,0.1,09,693.2,1.24,23:06:54,±10%,±10%,±10%,±0.5°C,±2%,±5%,51.9919,SATISFACTORIA,15.74074,BUENA,30,2025-02-28 17:04:15
2025/02/28,17:04:55,NO DATA,NO DATA,13,16,16,28.5,43.9,0.0,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,51.9919,SATISFACTORIA,14.81481,BUENA,30,2025-02-28 17:04:55
2025/02/28,17:05:41,13.698136,-89.19955,9,11,13,28.4,43.4,0.1,09,690.0,1.34,23:08:21,±10%,±10%,±10%,±0.5°C,±2%,±5%,35.94771,BUENA,12.03704,BUENA,30,2025-02-28 17:05:41
2025/02/28,17:06:23,13.698126,-89.19893,14,19,19,28.4,43.4,0.0,10,680.3,1.27,23:09:01,±10%,±10%,±10%,±0.5°C,±2%,±5%,57.94332,SATISFACTORIA,17.59259,BUENA,30,2025-02-28 17:06:23
2025/02/28,17:07:04,NO DATA,NO DATA,15,19,19,28.3,43.7,0.0,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,57.94332,SATISFACTORIA,17.59259,BUENA,30,2025-02-28 17:07:04
2025/02/28,17:07:48,13.698924,-89.19834,10,15,15,28.3,43.5,0.0,09,672.4,1.37,23:10:29,±10%,±10%,±10%,±0.5°C,±2%,±5%,49.01961,BUENA,13.88889,BUENA,30,2025-02-28 17:07:48
2025/02/28,17:08:31,NO DATA,NO DATA,12,18,18,28.1,43.4,0.1,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,55.95951,SATISFACTORIA,16.66667,BUENA,30,2025-02-28 17:08:31
2025/02/28,17:09:16,NO DATA,NO DATA,12,15,15,28.1,43.5,0.0,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,49.01961,BUENA,13.88889,BUENA,30,2025-02-28 17:09:16
2025/02/28,17:10:02,NO DATA,NO DATA,11,14,14,28.0,43.7,0.0,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,45.75163,BUENA,12.96296,BUENA,30,2025-02-28 17:10:02
2025/02/28,17:10:47,13.698684,-89.196,12,17,18,27.9,43.8,0.0,09,685.9,1.35,23:13:26,±10%,±10%,±10%,±0.5°C,±2%,±5%,53.97571,SATISFACTORIA,16.66667,BUENA,30,2025-02-28 17:10:47
2025/02/28,17:11:27,NO DATA,NO DATA,12,14,14,27.9,43.8,0.0,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,45.75163,BUENA,12.96296,BUENA,30,2025-02-28 17:11:27
2025/02/28,17:12:12,13.698586,-89.19481,10,14,14,27.8,44.2,0.0,09,686.0,1.71,23:14:53,±10%,±10%,±10%,±0.5°C,±2%,±5%,45.75163,BUENA,12.96296,BUENA,30,2025-02-28 17:12:12
2025/02/28,17:12:55,13.698508,-89.19429,11,14,16,27.7,44.3,0.1,08,677.4,1.46,23:15:32,±10%,±10%,±10%,±0.5°C,±2%,±5%,45.75163,BUENA,14.81481,BUENA,30,2025-02-28 17:12:55
2025/02/28,17:13:33,13.698436,-89.1938,12,18,19,27.7,44.4,0.1,07,669.8,1.72,23:16:10,±10%,±10%,±10%,±0.5°C,±2%,±5%,55.95951,SATISFACTORIA,17.59259,BUENA,30,2025-02-28 17:13:33
2025/02/28,17:14:12,NO DATA,NO DATA,11,16,17,27.6,44.4,0.0,NO DATA,NO DATA,NO DATA,NO DATA,±10%,±10%,±10%,±0.5°C,±2%,±5%,51.9919,SATISFACTORIA,15.74074,BUENA,30,2025-02-28 17:14:12
2025/02/28,17:14:57,13.698382,-89.19264,12,17,18,27.6,45.3,0.1,09,682.4,1.36,23:17:34,±10%,±10%,±10%,±0.5°C,±2%,±5%,53.97571,SATISFACTORIA,16.66667,BUENA,30,2025-02-28 17:14:57
2025/02/28,17:15:35,13.698192,-89.19212,9,13,13,27.5,46.9,0.0,09,680.7,1.47,23:18:15,±10%,±10%,±10%,±0.5°C,±2%,±5%,42.48366,BUENA,12.03704,BUENA,30,2025-02-28 17:15:35
